COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
MRF Vapocure Paints,Chemicals ,3.4,Chennai,393,1.3k,--
CES,IT Services & Consulting ,3.4,Hyderabad,393,2.5k,13
PowerSchool India,Software Product ,4.4,Bengaluru,393,2.8k,9
Balaji Wafers,FMCG ,4.1,Indore,393,1.1k,3
Christian Medical College,Education & Training ,3.8,Vellore,394,1.3k,11
Hajee A P Bava Construction,Engineering & Construction ,3.2,Hyderabad,392,944,--
Icertis,Software Product ,4.0,Pune,392,3.2k,37
Flyjac Logistics,Logistics ,4.1,Chennai,392,1.3k,2
Bharat Aluminium Company (BALCO),Metals & Mining ,3.8,Korba,391,1.6k,--
eNoah iSolution,IT Services & Consulting ,3.9,Chennai,391,2.2k,33
UCAL Fuel Systems,Auto Components ,4.0,Chennai,391,1.4k,1
Kcc Buildcon,Engineering & Construction ,3.8,Gurugram,391,1.4k,3
The Phoenix Mills,Real Estate ,4.3,Mumbai,391,1.8k,14
Mantra Properties,Real Estate ,4.1,Pune,391,899,12
Group Bayport,Printing & Publishing ,3.2,Ahmedabad,391,1k,13
Aeries Technology,IT Services & Consulting ,3.6,Bengaluru,391,2.4k,61
Publicis,Marketing & Advertising ,3.2,Gurugram,389,4k,--
JBS Enterprises,Electronics Manufacturing ,4.0,Mumbai,389,1k,5
TVS Mobility,Automobile ,3.1,Chennai,389,1.4k,1
D.p. Jain & Co. Infrastructure Pvt .,Engineering & Construction ,3.5,Nagpur,389,1.3k,2
Hindustan Foods,FMCG ,2.9,Hyderabad,388,1.7k,2
Tekion,Software Product ,2.9,Bengaluru,389,4.8k,80
Cheil India,Marketing & Advertising ,4.7,Gurugram,389,2k,11
Transact Global,BPO ,4.3,Bengaluru,389,413,8
Glaze Trading India,Retail ,4.3,New Delhi,388,900,--
AccorHotels,Hospitality ,3.9,New Delhi,388,1.2k,--
Indiafilings,Internet ,3.4,Chennai,388,1.1k,6
Vidal Health Tpa,Insurance ,3.6,Bengaluru,388,1.2k,12
Triumphant Institute of Management Education,Education & Training ,3.7,Hyderabad,388,1.3k,63
Park Hospital,Healthcare ,3.9,Gurugram,387,1.3k,38
Arjas Steel,Iron & Steel ,4.1,Anantapur,387,1.3k,1
Burns & McDonnell,Engineering & Construction ,4.2,Mumbai,386,2.2k,15
XL Health,Healthcare ,4.1,Bengaluru,386,1.5k,--
Nyati Group,Real Estate ,3.8,Pune,388,1.4k,2
Statusneo,IT Services & Consulting ,3.7,Gurugram,390,1.5k,19
Dixit Infotech Services,IT Services & Consulting ,3.7,Mumbai,387,1.4k,34
ABM Knowledgeware,IT Services & Consulting ,3.8,Mumbai,386,1.5k,7
Sarvodaya Hospital,Healthcare ,3.5,Faridabad,387,1.4k,44
Mettler-Toledo,Electrical Equipment ,3.7,Mumbai,386,2k,3
Air Liquide,Chemicals ,3.9,New Delhi,386,1.6k,9
Shree Baidyanath Ayurved Bhawan,Pharma ,3.8,Kolkata,386,1.2k,6
Joyalukkas,Retail ,3.6,Bengaluru,386,959,10
Haleon,Healthcare ,3.7,Bengaluru,386,1.4k,45
Healthcare At Home,Healthcare ,4.2,Mumbai,386,1.3k,16
The Hans Foundation,Non-Profit ,3.7,New Delhi,385,731,84
CEVA Logistics,Logistics ,3.8,Chennai,385,1.4k,2
Konecranes,Industrial Machinery ,3.9,Pune,386,1.8k,7
Cooper Corporation,Auto Components ,3.3,Satara,385,1.4k,--
Netlink Software,IT Services & Consulting ,3.9,Bhopal,385,2.1k,10
Jamna Auto Industries,Auto Components ,4.0,Gwalior,385,1.6k,1
GMR Hyderabad International Airport,Aviation ,3.6,Hyderabad,385,1.3k,--
Workcell Solutions,Pharma ,4.0,Mumbai,385,1.2k,--
VIT University,Education & Training ,4.2,Vellore,386,1.5k,68
Moolchand Hospital,Healthcare ,3.5,New Delhi,385,751,18
Sleek International,Furniture & Furnishing ,4.0,Mumbai,385,1.2k,--
Hexagon Capability Center,IT Services & Consulting ,3.9,Hyderabad,385,2.8k,2
Bosch Rexroth India,Industrial Machinery ,4.0,Ahmedabad,384,1.5k,1
GSP Crop Science,Agro Chemicals ,3.6,Vadodara,384,1.4k,17
Mindlance,Recruitment ,3.5,Noida,384,1.5k,--
Sangeetha Mobile,Retail ,3.5,Bengaluru,384,1.5k,9
Nissan,Automobile ,2.9,Chennai,383,1.8k,6
SPRINKLR,Software Product ,3.5,Bengaluru,383,3.9k,48
Kennametal,Industrial Machinery ,4.0,Bengaluru,383,1.9k,2
Alfanar,Electronics Manufacturing ,3.5,Chennai,383,925,17
Mintifi,Financial Services ,4.0,Mumbai,383,1.1k,--
CANTABIL RETAIL INDIA,Fashion & Textile ,3.9,New Delhi,383,1.1k,5
Nuziveedu Seeds,Agriculture ,3.3,Hyderabad,383,1.2k,--
Adroit Synergies,BPO ,3.3,Noida,383,1.2k,22
Examity,EdTech ,3.6,Hyderabad,383,1.8k,1
Kuehne + Nagel,Logistics ,4.6,Gurugram,381,1.6k,1
Kaddacon Systems,IT Services & Consulting ,4.1,Pune,382,--,--
Parksons Packaging,Packaging ,4.0,Mumbai,382,1.4k,2
Merck Life Science,Pharma ,3.5,Bengaluru,383,2.7k,1
Repco Home Finance,NBFC ,2.7,Chennai,382,1k,--
Xdbs,Marketing & Advertising ,3.6,Pune,382,1.7k,--
Jeeves Consumer Services,Consumer Electronics & Appliances ,4.1,Bengaluru,382,853,6
Parksons Packaging,Packaging ,3.8,Mumbai,382,1.4k,2
Dynacons Systems & Solutions,IT Services & Consulting ,3.6,Mumbai,383,1.3k,25
Kuehne + Nagel,Logistics ,3.7,Gurugram,381,1.6k,1
Evoke Technologies,IT Services & Consulting ,4.5,Hyderabad,381,2.8k,33
Dimension Data,IT Services & Consulting ,4.1,Bengaluru,381,1.3k,--
Vectus Industries,Petrochemicals ,3.9,Noida,381,1.3k,--
Bajaj Auto Credit,NBFC ,4.0,Pune,381,859,--
CMA CGM Global Business Services,Ports & Shipping ,3.5,Chennai,382,1.9k,--
SRM University,Education & Training ,4.0,Chennai,381,1.5k,5
Sumitomo Chemical,Chemicals ,4.2,Bhavnagar,381,1.5k,2
Srei Equipment Finance,Financial Services ,3.8,Kolkata,381,1k,--
PropTiger.com,Internet ,3.0,Bengaluru,379,1.3k,--
Grey Orange,Software Product ,3.6,Gurugram,381,2.2k,13
Karamtara Engineering Limited,Engineering & Construction ,3.4,Mumbai,382,1.5k,8
Rosmerta Technologies,Automobile ,4.2,Gurugram,380,1.7k,--
Grand Hyatt,Hospitality ,3.4,Mumbai,380,923,--
S. M. Auto Engineering,Auto Components ,4.1,Pune,380,1.5k,1
Thyssenkrupp Industrial Solutions,Industrial Machinery ,3.4,Mumbai,380,1.4k,--
Rosmerta Technologies,Automobile ,4.2,Gurugram,380,1.7k,--
Grand Hyatt,Hospitality ,3.9,Mumbai,380,923,--
Teamspace Financial Services,Recruitment ,4.3,Mumbai,380,1.2k,1
Auro Realty Private Limited,Real Estate ,3.9,Hyderabad,380,1.5k,9
Runwal Group,Real Estate ,3.4,Mumbai,380,1.8k,--
Coronis Health,Analytics & KPO ,3.9,Sahibzada Ajit Singh Nagar,380,1.2k,5
Wellness Forever Lifestyle Chemist,Retail ,4.0,Mumbai,381,1.1k,--
Agilent Technologies,Pharma ,3.9,Gurugram,379,2k,79
Alfa Laval,Industrial Machinery ,2.7,Pune,380,1.9k,25
LeadSquared,Software Product ,2.6,Bengaluru,379,3.1k,24
Call 2 Connect,BPO ,3.3,Mumbai,379,1k,1
AgreeYa Solutions,IT Services & Consulting ,4.1,Noida,379,2.4k,39
Thermax Babcock Wilcox Energy Solutions,Industrial Machinery ,4.6,Pune,379,1.7k,--
Kirloskar Toyota Textile Machinery,Industrial Machinery ,3.5,Bengaluru,379,805,--
Diverse Lynx,IT Services & Consulting ,3.8,Noida,379,2k,3.6k
Indraprastha Gas,Oil & Gas ,3.5,New Delhi,378,1.7k,--
S2 Infotech,Recruitment ,4.0,Mumbai,378,1.5k,--
Eisai Pharmaceuticals,Healthcare ,3.6,Visakhapatnam,377,1.2k,--
US Tech Solutions,Recruitment ,3.8,Noida,377,2.1k,2
Berkadia,Real Estate ,4.2,Hyderabad,377,2.2k,2
Muthoot Housing Finance Company,NBFC ,3.9,Mumbai,377,1.2k,15
Elentec Power India (EPI) Pvt. Ltd.,IT Services & Consulting ,4.5,Noida,377,1.4k,8
The Belgian Waffle co,Hospitality ,2.9,Mumbai,378,680,2
Acadecraft,EdTech ,3.5,Noida,377,874,2
Europa Locks,Other ,3.5,Pune,378,1.7k,54
Acme Generics LLP,Pharma ,3.8,Baddi,377,1.2k,--
Adani Infra,Engineering & Construction ,4.2,Ahmedabad,376,1.5k,--
Hike Education Private Limited,EdTech ,3.5,Gurugram,376,687,3
VTP Realty,Real Estate ,3.9,Pune,376,1.8k,29
Ryan,Accounting & Auditing ,4.2,Hyderabad,376,1.7k,22
Duroshox,Auto Components ,3.7,Pune,378,1k,1
AQuity Solutions India,IT Services & Consulting ,3.3,Hyderabad,376,2k,--
Mobileum,Software Product ,3.8,Bengaluru,375,2.3k,1
Watertec India,Building Material ,3.3,Coimbatore,375,1.3k,11
Intelliswift - An LTTS Company,IT Services & Consulting ,4.4,Bengaluru,375,2.3k,2
Fosroc India,Chemicals ,4.1,Bengaluru,375,1.3k,--
SMS India Private Limited,Engineering & Construction ,3.9,Gurugram,376,1.8k,--
Heavy Engineering Industries & Shipbuilding,Engineering & Construction ,3.3,Kuwait City,375,641,--
Intelliswift - An LTTS Company,IT Services & Consulting ,4.4,Bengaluru,375,2.3k,2
Fosroc India,Chemicals ,3.8,Bengaluru,375,1.3k,--
Watertec India,Building Material ,3.7,Coimbatore,375,1.3k,11
Methodex,Law Enforcement & Security ,2.9,New Delhi,375,1.3k,5
Helloverify,Law Enforcement & Security ,2.9,Noida,375,1.5k,--
Karvy Innotech,IT Services & Consulting ,4.9,New Delhi,375,1.8k,13
KaaShiv InfoTech Company,EdTech ,3.7,Chennai,374,221,--
Expedia Group,Internet ,3.9,Gurugram,374,3.4k,--
Moser Baer,Consumer Electronics & Appliances ,4.0,Noida,374,689,--
Paragon Footwear,Fashion & Textile ,3.8,Bengaluru,374,1.3k,5
G. D. Foods MFG (TOPS),Food Processing ,3.4,New Delhi,374,980,20
Neuberg Diagnostics,Healthcare ,3.8,Chennai,374,1.6k,18
Everest Spices,FMCG ,4.1,Mumbai,373,1.1k,1
Intercontinental Consultants & Technocrats,Engineering & Construction ,3.6,New Delhi,374,1.1k,4
TrueBlue,Recruitment ,3.7,Gurugram,374,2.3k,7
Kores,FMCG ,3.9,Mumbai,374,1.7k,4
Labournet Services,Non-Profit ,4.0,Bengaluru,374,893,--
Richa Global Export,Fashion & Textile ,3.8,Gurugram,373,1.4k,--
MCM Telecom Equipment,Electronics Manufacturing ,4.0,Noida,373,874,--
Krishna Group,Auto Components ,3.8,Gurugram,373,1.4k,6
IPE Global,Management Consulting ,3.7,New Delhi,372,1.1k,11
Huron,Management Consulting ,3.5,Bengaluru,372,2.7k,116
Enterprise Growth Accelerator, ,4.2,Faridabad,372,629,--
Elecon Engineering,Electrical Equipment ,3.8,Anand,372,1.4k,7
Milkbasket,Internet ,4.5,Gurugram,372,1.6k,1
JUSTO Realfintech,Real Estate ,4.0,Pune,372,638,46
Descon Engineering,Engineering & Construction ,3.3,Mumbai,372,661,--
OodlesTechnologies,IT Services & Consulting ,3.4,Gurugram,371,1.5k,10
Arcesium,IT Services & Consulting ,3.4,Hyderabad,371,3.7k,20
Agarwal Packers and Movers Limited,Logistics ,4.0,New Delhi,371,1.6k,18
Hathi Cement,Building Material ,3.7,Porbandar,369,1.2k,3
Shakti Pumps,Industrial Machinery ,3.5,Indore,371,1.4k,73
Rail Vikas Nigam,FMCG ,3.7,New Delhi,371,1k,--
Nobel Hygiene,Healthcare ,3.4,Mumbai,371,1.2k,13
Zara,Fashion & Textile ,4.0,New Delhi,370,831,--
The Hershey Company,Food Processing ,3.1,Mumbai,370,1.2k,20
Mahendra’s Institute,Education & Training ,3.4,Lucknow,370,696,--
Smartworks,Real Estate ,3.7,Bengaluru,370,2.1k,65
Euler Motors,Automobile ,4.2,New Delhi,370,1.5k,13
Toshiba JSW Power Systems,Industrial Machinery ,3.4,Chennai,370,1.6k,20
Jade Global,IT Services & Consulting ,3.7,Pune,370,3k,302
Sharda University,Education & Training ,4.0,Greater Noida,369,1.6k,7
Trident Hotels,Hospitality ,4.1,Mumbai,369,974,--
Siemens Healthcare,Healthcare ,4.1,Bengaluru,369,2.2k,--
Sandvik Mining and Rock Technology,Industrial Machinery ,3.9,Udaipur,369,1.6k,--
Synokem Pharmaceuticals,Pharma ,4.3,Haridwar,369,1.5k,10
Department of Agriculture,Agriculture ,3.2,Bengaluru,369,1.2k,--
Andromeda Sales ans Distribution PVT LTD,Internet ,3.4,Mumbai,370,1.5k,10
Maxxis Rubber,Auto Components ,2.8,Ahmedabad,369,1.8k,2
Teachnook,EdTech ,4.3,Bengaluru,369,414,--
Hyundai Engineering and Construction,Engineering & Construction ,4.3,Chennai,368,535,--
HBL Global,NBFC ,3.9,New Delhi,368,372,--
Técnicas Reunidas,Engineering & Construction ,3.8,Bengaluru,368,1.5k,--
Aquasub Engineering,Industrial Machinery ,3.4,Coimbatore,368,1.3k,1
Satyam Venture Engineering Services,Auto Components ,4.0,Hyderabad,367,2.4k,39
Royal Orchid Hotels,Hospitality ,3.7,Bengaluru,367,944,8
Johnson Controls Hitachi Air Conditioning,Consumer Electronics & Appliances ,3.7,Ahmedabad,367,1.6k,--
Bss Microfinance,Financial Services ,3.7,Bengaluru,367,811,--
Grihum Housing Finance,NBFC ,3.7,Pune,632,2k,5
Wildcraft,Fashion & Textile ,3.8,Bengaluru,367,1.4k,--
Hilex,Automobile ,3.7,Chennai,367,1.2k,--
MSCI,Financial Services ,3.5,Mumbai,367,3.5k,171
Pharmarack Technologies,Pharma ,3.9,Pune,363,1.7k,2
Sedemac Mechatronics,Emerging Technologies ,4.2,Pune,367,1.5k,8
Caparo Maruti,Auto Components ,4.1,Gurugram,367,1.2k,--
Gps Renewables,Oil & Gas ,3.8,Bengaluru,367,787,1
Epsilon Carbon,Chemicals ,3.7,Ballari,367,1.8k,4
Tata Toyo Radiator,Auto Components ,4.0,Pune,367,1.5k,--
TCG Lifesciences,Pharma ,4.0,Kolkata,366,1.2k,1
SYSTRA,Engineering & Construction ,4.1,New Delhi,366,1.4k,--
Associated Road Carriers,Logistics ,3.9,Hyderabad,366,1.2k,4
Ambuja Neotia,Real Estate ,3.6,Kolkata,366,1.2k,1
Marelli Motherson Automotive Lighting,Auto Components ,4.0,Pune,366,1.3k,--
RedBus,Internet ,3.4,Bengaluru,365,2k,5
Veeda Clinical Research,Clinical Research ,3.8,Ahmedabad,365,1.5k,18
EXEDY,Auto Components ,3.1,Bengaluru,365,1.5k,--
Civica India,IT Services & Consulting ,4.1,Vadodara,365,2.1k,16
Sri Aurobindo Society,Non-Profit ,3.9,New Delhi,365,731,--
NTT Global Data Centers and Cloud Infrastructure,IT Services & Consulting ,3.2,Mumbai,365,2k,--
Imarque Solutions,BPO ,3.1,Chennai,365,1.4k,44
Civica India,IT Services & Consulting ,4.1,Vadodara,365,2.1k,16
Sri Aurobindo Society,Non-Profit ,3.7,New Delhi,365,731,--
SMFG India Home Finance Co,NBFC ,4.0,Mumbai,397,971,--
Yellow Diamond,FMCG ,4.3,Indore,365,1k,--
Udaan India - The Original Visa Company, ,3.8,Bengaluru,364,1.5k,--
Suzuki,Automobile ,2.8,Ahmedabad,364,1.2k,--
ITSource Technologies,IT Services & Consulting ,3.9,Mumbai,364,1.8k,--
Centre For Sight,Healthcare ,3.8,New Delhi,364,1.3k,25
K L University,Education & Training ,3.5,Vijayawada,364,1.1k,4
Cashpor Micro Credit,NBFC ,3.7,Varanasi,364,818,--
T&M Services consulting,Recruitment ,3.7,Mumbai,363,1.1k,--
Capital Small Finance Bank,Banking ,2.1,Jalandhar,363,1.3k,10
Lido Learning,EdTech ,4.6,Mumbai,363,1.5k,--
Watchyourhealth.com,Emerging Technologies ,3.7,Thane,363,358,3
Amoli Organics,Pharma ,3.6,Vadodara,363,1.9k,--
SRMB SRIJAN,Iron & Steel ,3.8,Kolkata,362,1.1k,51
Sunflag Iron and Steel,Iron & Steel ,4.4,Bhandara,363,1.2k,--
Jawahar Navodaya Vidyalaya,Education & Training ,4.1,New Delhi,363,505,--
Priya Cement,Building Material ,4.1,Hyderabad,362,1.1k,--
Birla Cement,Building Material ,3.4,Satna,363,1.1k,--
Offshoot Agency,IT Services & Consulting ,3.7,New Delhi,362,1.2k,1
Tega Industries,Industrial Machinery ,3.1,Kolkata,362,1.5k,14
Navi Technologies,FinTech ,3.4,Bengaluru,362,2.2k,18
People Group,Internet ,3.2,Mumbai,362,1.5k,56
Servion Global Solutions,IT Services & Consulting ,4.0,Chennai,363,2.6k,11
Rahee Group,Railways ,3.5,Kolkata,362,1.1k,14
Rubicon Research,Pharma ,3.9,Mumbai,363,1.8k,15
Evolent Health International,Software Product ,4.0,Pune,362,1.7k,8
Hollister Medical,Medical Equipment ,3.7,Rewari,362,1.1k,10
Planetcast,Media & Entertainment ,2.7,Noida,362,1.5k,--
SiliconIndia,Printing & Publishing ,3.8,Bengaluru,360,1.7k,2
Time Technoplast,Petrochemicals ,3.2,Mumbai,360,1.8k,5
Slice,Banking ,2.4,Bengaluru,361,2.2k,15
Tata Digital,IT Services & Consulting ,3.6,Mumbai,361,1.9k,12
Indifi Technologies,FinTech ,4.0,Gurugram,361,1.8k,26
Bliss Gvs Pharma,Pharma ,4.2,Mumbai,361,1.6k,2
Sj Contracts,Engineering & Construction ,4.2,Pune,361,1.2k,6
Vedant Fashions,Fashion & Textile ,3.7,Kolkata,360,1.2k,23
Concord Biotech,Pharma ,3.9,Ahmedabad,362,1.9k,--
Transguard Group,Law Enforcement & Security ,3.8,Dubai,360,484,--
Kokuyo Camlin,FMCG ,4.2,Mumbai,360,1.1k,--
Subway,Hospitality ,3.7,New Delhi,360,831,1
Ample Technologies,IT Services & Consulting ,3.8,Bengaluru,360,1.5k,33
GGS Information Services,IT Services & Consulting ,4.0,Chennai,360,2k,5
Toshiba Transmission & Distribution Systems,Electrical Equipment ,3.5,Hyderabad,360,1.7k,22
Endava,IT Services & Consulting ,2.9,Bengaluru,361,2.4k,--
Data-Core Systems,IT Services & Consulting ,3.8,Kolkata,360,1.2k,13
Pranav Vikas India Private Limited,Automobile ,3.7,Faridabad,360,1.2k,1
Rainbow Hospital,Healthcare ,3.9,Hyderabad,359,1.5k,--
Bellsonica Auto Component,Auto Components ,3.7,Gurugram,360,1.3k,2
Audi,Automobile ,3.5,New Delhi,359,1.2k,--
Berar Finance,NBFC ,3.4,Nagpur,359,951,--
NCCCL,Engineering & Construction ,4.0,Bengaluru,359,1.1k,2
Wipro GE Health Care,IT Services & Consulting ,3.8,Bengaluru,359,1.5k,--
Captain Steel India Limited,Iron & Steel ,4.0,Kolkata,359,874,19
Avineon India,IT Services & Consulting ,3.2,Hyderabad,359,1.4k,3
Treebo Hotels,Internet ,4.5,Bengaluru,359,1.4k,16
CapeStart,IT Services & Consulting ,3.5,Nagercoil,362,611,25
Apcer Life Sciences,Pharma ,4.4,Ahmedabad,359,1.3k,--
Adarsh Credit Co-Operative Society,Investment Banking / Venture Capital / Private Equity ,3.3,Ahmedabad,358,533,--
Schaeffer & Sam,Accounting & Auditing ,4.4,Mumbai,358,762,--
Adarsh Credit Co-Operative Society,Investment Banking / Venture Capital / Private Equity ,4.0,Ahmedabad,358,533,--
Tribhovandas Bhimji Zaveri,Metals & Mining ,3.3,Mumbai,358,1k,3
Hays Business Solutions,Recruitment ,4.1,Noida,358,1.9k,12
Ssipl Lifestyle,Retail ,3.4,New Delhi,358,951,7
Aarti Drugs,Pharma ,4.2,Mumbai,358,1.5k,--
SATTVA,Real Estate ,4.2,Bengaluru,359,1.6k,1
Wagh Bakri Tea Group,Beverage ,3.5,Ahmedabad,357,1.2k,8
Expert Global Solutions,BPO ,3.3,Pune,357,2k,--
Health India Tpa Services,Insurance ,3.9,Mumbai,357,1.4k,9
Lalitha Jewellery,Jewellery ,3.7,Chennai,357,1k,8
Awign Enterprises,Internet ,3.7,Bengaluru,357,1.1k,59
Uneecops Technologies,IT Services & Consulting ,3.7,Noida,357,2k,3
Zoomcar,Internet ,3.7,Bengaluru,357,1.6k,--
Hitachi Hi-Rel Power Electronics,Electronics Manufacturing ,4.0,Ahmedabad,357,1.6k,11
SEIL Energy India,Power ,3.2,Nellore,357,1.4k,--
Apmosys Technologies,IT Services & Consulting ,3.9,Mumbai,357,2.7k,14
Vini Cosmetics,Beauty & Personal Care ,3.8,Mumbai,356,817,--
Eclat Health Solutions,BPO ,3.5,Hyderabad,356,1.2k,10
Holcim,Building Material ,3.8,Mumbai,356,2k,17
Eclat Health Solutions,BPO ,3.9,Hyderabad,356,1.2k,10
Vini Cosmetics,Beauty & Personal Care ,3.5,Mumbai,356,817,--
Hitachi Vantara,IT Services & Consulting ,3.7,Hyderabad,356,5.3k,61
Actalent Services,Recruitment ,4.2,Bengaluru,356,1.7k,3
Emami Paper Mills,Pulp & Paper ,4.0,Balasore,355,820,3
Ventura Securities,Financial Services ,4.1,Mumbai,355,1.3k,2
New Opportunity Consultancy,Recruitment ,3.9,Coimbatore,355,967,81
N Ranga Rao And Sons,FMCG ,3.9,Mysuru,355,941,3
Ben Franklin Opticians,Retail ,3.0,Hyderabad,355,782,--
Mobiloitte Technologies,IT Services & Consulting ,3.8,New Delhi,355,986,8
TRL Krosaki Refractories,Metals & Mining ,4.6,Jharsuguda,355,1.5k,--
Gujarat Alkalies & Chemicals,Chemicals ,3.9,Bharuch,355,1.5k,--
The Park Hotels,Hospitality ,3.1,Kolkata,353,1.2k,--
DotPe,IT Services & Consulting ,4.4,Gurugram,354,1.5k,--
Dorset Industries,Building Material ,3.8,Gurugram,354,898,7
OneSource Specialty Pharma Limited,Pharma ,3.8,Bengaluru,354,1.7k,--
Lumino Industries,Electrical Equipment ,3.6,Kolkata,353,1k,2
Medall Healthcare,Healthcare ,3.4,Chennai,354,1.1k,2
Capri Global Housing Finance,NBFC ,3.9,Mumbai,354,1.1k,--
Mitra SK,Other ,3.7,Kolkata,354,1k,--
Qentelli,IT Services & Consulting ,4.0,Hyderabad,354,1.8k,70
INOX Air Products,Oil & Gas ,4.3,Pune,353,1.7k,--
Debtcare Enterprises,Investment Banking / Venture Capital / Private Equity ,3.6,Hyderabad,353,317,1
MAHLE Behr India,Auto Components ,3.4,Pune,353,873,3
Syncfusion,Software Product ,3.1,Chennai,353,2.1k,5
Vaibhav Global,Jewellery ,3.3,Jaipur,354,1.5k,24
Technocon Services,Engineering & Construction ,4.1,Kolkata,353,857,1
Yamaha Motor India Sales,Automobile ,4.0,Chennai,353,980,4
Carraro,Industrial Machinery ,4.0,Pune,352,1.4k,--
Ultra Corpotech,Industrial Machinery ,3.8,Pune,352,1.8k,8
Jumio,Emerging Technologies ,3.2,Jaipur,352,994,8
Harjai Computers,Recruitment ,3.5,Mumbai,352,1.7k,1
RSM US in India,Management Consulting ,3.1,Bengaluru,352,3.3k,666
RNFI Services,FinTech ,3.8,New Delhi,352,1k,--
DEN Networks,Broadcasting ,3.7,New Delhi,352,1.4k,--
VST Industries,FMCG ,3.7,Hyderabad,352,896,--
TMF Group,Financial Services ,3.5,Pune,351,1.8k,77
Brick&Bolt,Engineering & Construction ,4.2,Bengaluru,351,1.3k,16
Lauritz Knudsen Electrical & Automation, ,3.6,Mumbai,362,1.4k,--
Seth M R Jaipuria School,Education & Training ,3.6,Lucknow,351,893,5
Vijay Nirman Company,Engineering & Construction ,4.2,Hyderabad,350,879,--
Netcore Cloud Private Limited,Marketing & Advertising ,3.0,Mumbai,350,1.6k,45
Gupta Power Infrastructure,Power ,3.8,Bhubaneswar,350,1.3k,--
Deenanath Mangeshkar Hospital,Healthcare ,3.8,Pune,350,970,25
McNROE,FMCG ,4.0,Kolkata,349,1.1k,9
Duroflex,Furniture & Furnishing ,3.1,Bengaluru,349,1.6k,8
B S R & Co Llp,Accounting & Auditing ,3.3,Mumbai,351,3.7k,44
Akumentis Healthcare,Healthcare ,3.7,Mumbai,349,849,--
Godrej Infotech,IT Services & Consulting ,4.2,Mumbai,349,2k,56
NU Vista,Building Material ,4.1,Kolkata,349,1.2k,--
Vatika Group,Hospitality ,3.9,Gurugram,349,1.3k,--
Windlas Biotech,Pharma ,3.5,Dehradun,350,1.4k,--
Al Tasnim Enterprises,Engineering & Construction ,4.1,Muscat,349,1.3k,--
Nabard Financial Services,NBFC ,4.6,Bengaluru,350,861,--
AIMLAY,EdTech ,3.2,New Delhi,349,397,22
Yalamanchili Software Exports,Software Product ,4.0,Chennai,347,1.3k,3
TCI Supply Chain Solutions,Logistics ,3.8,Gurugram,348,852,--
Lam Research,Semiconductors ,3.7,Bengaluru,348,2.6k,136
RWS Group,IT Services & Consulting ,4.4,Indore,348,2.2k,18
Mitsubishi Electric Automotive India,Automobile ,3.4,Gurugram,348,918,--
EPIQ Systems,Legal ,4.2,Hyderabad,348,1.9k,11
NU Vista,Building Material ,3.9,Kolkata,348,1.2k,--
R.K.M Powergen,Power ,3.6,Raigarh,348,1.1k,--
Hical Technologies,Auto Components ,3.2,Bengaluru,348,1.6k,9
Yalamanchili Software Exports,Software Product ,4.2,Chennai,347,1.3k,2
Control Print,Industrial Machinery ,3.7,Mumbai,347,1.2k,17
QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,Recruitment ,4.0,Hyderabad,347,2.1k,21
Jaypee Cement,Building Material ,3.7,Rewa,347,877,--
Borosil Glass Works,Packaging ,3.9,Jaipur,347,1.7k,--
e-Zest,IT Services & Consulting ,3.9,Pune,347,3.4k,24
National Highways Authority of India,Engineering & Construction ,2.7,New Delhi,347,1.2k,--
Protiviti India Member,Management Consulting ,4.4,Mumbai,347,1.6k,128
Mitsubishi Electric Automotive India,Automobile ,3.7,Gurugram,348,918,--
L&T Defence,Defence & Aerospace ,3.9,Pune,346,2k,--
Synergies Castings,Auto Components ,3.7,Visakhapatnam,346,725,--
RV Solutions,IT Services & Consulting ,3.4,Noida,346,1.3k,1
METRO Global Solutions Center,IT Services & Consulting ,3.7,Pune,346,1.3k,--
Prem Motors,Automobile ,4.1,Gwalior,346,1.1k,2
Asti Electronics India,Auto Components ,3.9,Gurugram,345,1.3k,--
Sekisui Dljm Molding,Auto Components ,3.7,Chennai,346,1.3k,--
Prem Motors,Automobile ,3.4,Gwalior,346,1.1k,2
METRO Global Solutions Center,IT Services & Consulting ,3.4,Pune,346,1.3k,--
Teleysia Networks,Telecom ,3.8,Ahmedabad,345,701,2
Hygienic Research Institute,Beauty & Personal Care ,3.9,Mumbai,345,1.1k,2
Zydex Industries,Chemicals ,3.8,Vadodara,345,1.1k,9
Swiss Re,Insurance ,3.7,Bengaluru,345,2.7k,250
Eaton India Innovation Center,Engineering & Construction ,3.8,Pune,345,2.3k,--
Yara Fertilisers,Agro Chemicals ,3.9,Gurugram,345,1.1k,--
ShopKirana,Software Product ,3.4,Indore,345,1.1k,--
Woodenstreet.com,Furniture & Furnishing ,4.3,Udaipur,345,1.5k,12
Zuari Cement,Building Material ,3.7,Hyderabad,345,1.2k,--
Orchid Pharma,Pharma ,3.5,Chennai,346,1.1k,--
Shaadi.com,Internet ,4.2,Mumbai,344,1.3k,13
Country Holidays Inn & Suites,Travel & Tourism ,3.8,Noida,344,146,--
Arabian Industries,Oil & Gas ,3.6,Muscat,344,894,--
Choice Consultancy Services,Management Consulting ,3.8,Mumbai,344,1.1k,--
Lloyds Metals And Energy,Metals & Mining ,3.8,Chandrapur,343,1.3k,--
