COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
Recipharm Pharmaservices,Pharma ,3.7,Bengaluru,343,1.5k,--
L&T Valves,Industrial Machinery ,4.0,Coimbatore,344,1.9k,--
Roquette Riddhi Siddhi,Pharma ,3.0,Rudrapur,344,1.2k,18
Shiash Info Solutions,IT Services & Consulting ,4.0,Chennai,344,261,--
A-1 Fence Products,Building Material ,4.1,Mumbai,344,976,--
Council of Scientific and Industrial Research,Government ,3.5,New Delhi,344,1.2k,--
Infocepts Technologies,IT Services & Consulting ,4.4,Nagpur,344,3k,42
Rashtriya Chemicals and Fertilizers,Agro Chemicals ,4.1,Mumbai,343,848,--
Lobo Staffing Solutions,Recruitment ,3.7,Mumbai,344,1.2k,--
Cotmac Electronics,Industrial Automation ,3.9,Pune,343,1.5k,21
Rithwik Projects,Engineering & Construction ,4.0,Hyderabad,343,1.1k,20
Hindustan Syringes & Medical Devices,Medical Equipment ,3.8,Faridabad,343,1.1k,4
Halonix Technologies,Electrical Equipment ,3.8,Noida,343,1.3k,2
Gtpl Broadband,Telecom ,3.7,Ahmedabad,343,1.3k,--
Worldline,FinTech ,3.4,Mumbai,343,2.3k,10
Stellar Innovations,IT Services & Consulting ,3.4,Bengaluru,343,2k,14
Phenom,Software Product ,3.3,Hyderabad,342,2.1k,33
Parul University,Education & Training ,4.1,Vadodara,342,1.2k,36
Campus Activewear,Fashion & Textile ,4.2,New Delhi,340,1.5k,9
Clariant Chemicals,Chemicals ,4.3,Mumbai,342,1.6k,4
ADNOC,Oil & Gas ,4.1,Abu Dhabi,342,840,--
Kerala State Electricity Board,Power ,3.5,Palakkad,342,1.4k,--
Autocomp Corporation Panse,Auto Components ,4.2,Pune,342,1.4k,4
Clariant Chemicals,Chemicals ,3.9,Mumbai,342,1.6k,4
MYCPE ONE, ,3.7,Ahmedabad,342,1.1k,5
Mars,Food Processing ,3.3,Gurugram,340,1.1k,6
Mahindra Insurance Brokers,Insurance ,3.5,Mumbai,342,1k,3
Autocomp Corporation Panse,Auto Components ,3.7,Pune,342,1.4k,4
Theme Engineering Services,Engineering & Construction ,4.0,Jaipur,341,994,9
Sequel Logistics,Logistics ,3.6,Bengaluru,341,1.1k,--
63 Moons Technologies,IT Services & Consulting ,3.9,Mumbai,341,1.9k,16
MSP Steel & Power,Iron & Steel ,3.7,Raigarh,341,1.1k,14
ACB (India),Oil & Gas ,3.9,Korba,341,1.5k,1
Evelyn Learning Systems,EdTech ,3.3,New Delhi,341,791,--
Globtier Infotech Limited,IT Services & Consulting ,3.2,Noida,341,1.8k,4
International Game Technology,Gaming ,4.0,Gurugram,341,1.3k,--
Ircon International,Engineering & Construction ,2.9,New Delhi,341,952,--
JSW One Platforms,Internet ,4.1,Mumbai,341,1.5k,7
DCM Shriram Industries,Chemicals ,4.0,Meerut,341,1.5k,--
R&R Limousine And Bus, ,4.0,Chennai,340,123,--
Adama,Agro Chemicals ,4.1,Hyderabad,340,1k,1
Savista Global Solutions,Analytics & KPO ,3.8,Chennai,340,1.3k,30
Vascon Engineers,Real Estate ,4.0,Pune,340,1.1k,4
Adama,Agro Chemicals ,3.6,Hyderabad,340,1k,1
Urban Ladder,Furniture & Furnishing ,4.1,Bengaluru,340,1.5k,--
Savista Global Solutions,Analytics & KPO ,3.7,Chennai,340,1.3k,30
CESC,Power ,3.3,Kolkata,340,1.5k,--
Cygnet Infotech,IT Services & Consulting ,4.0,Ahmedabad,340,2.2k,1
R&R Limousine And Bus, ,3.2,Chennai,340,123,--
International Game Technology,Gaming ,3.1,Gurugram,341,1.3k,--
DISYS,IT Services & Consulting ,3.9,Chennai,340,2.1k,--
TMEIC, ,3.6,Bengaluru,340,1.6k,6
Muthoot Capital Services,Financial Services ,3.7,Kochi,340,931,2
Kyndal India,Beverage ,3.6,Bengaluru,340,3.2k,--
NXP Semiconductors,Semiconductors ,3.7,Bengaluru,340,2.6k,16
Bain & Company,Management Consulting ,4.1,Gurugram,339,5.5k,19
Delhi Metro Rail Corporation,Logistics ,4.0,New Delhi,339,1k,--
GTPL-KCBPL,Telecom ,4.4,Kolkata,339,450,--
Kushal's Fashion Jewellery,Jewellery ,3.8,Bengaluru,339,647,114
Vascon Engineers,Real Estate ,4.5,Pune,340,1.1k,4
Jaguar Security Services,Law Enforcement & Security ,3.5,Bengaluru,340,886,8
Sata Vikas India,Auto Components ,4.1,Palwal,339,936,--
MNC Group,Investment Banking / Venture Capital / Private Equity ,3.8,Bengaluru,339,1.8k,3
Vascon Engineers,Real Estate ,3.7,Pune,340,1.1k,4
Bain & Company,Management Consulting ,2.9,Gurugram,339,5.5k,19
WPP,Marketing & Advertising ,3.1,Mumbai,339,2.2k,36
Sakthi Auto Components,Auto Components ,4.2,Erode,339,1k,--
Somic ZF Components,Auto Components ,3.5,Gurugram,338,1.1k,3
Network 18,Media & Entertainment ,3.7,Mumbai,339,2.5k,15
Khimji Ramdas,Retail ,3.8,Ahmedabad,338,863,10
Zebronics,Consumer Electronics & Appliances ,3.9,Chennai,338,1.2k,27
Padmini VNA Mechatronics,Auto Components ,3.6,Gurugram,338,1.4k,1
Shah Technical Consultants,Telecom ,2.9,Mumbai,338,919,--
Kraft Heinz Company,FMCG ,3.5,Ahmedabad,338,1.3k,46
Red Health,Healthcare ,3.9,Hyderabad,338,776,5
Fluper,IT Services & Consulting ,3.5,Noida,338,540,11
IIC Technologies,IT Services & Consulting ,3.9,Hyderabad,338,1.1k,2
Valvoline Cummins,Auto Components ,4.3,Gurugram,337,1.4k,14
Oil India,Oil & Gas ,4.2,Duliajan,337,882,--
AceMicromatic Group,Industrial Machinery ,3.5,Bengaluru,337,1.2k,--
Technicolor,Animation & VFX ,3.9,Bengaluru,337,1.9k,2
Trane Technologies,Industrial Machinery ,3.4,Bengaluru,337,2.1k,3
eMudhra,Software Product ,3.7,Bengaluru,339,1.6k,--
Avantor,Pharma ,3.6,Coimbatore,336,2.4k,19
Advanced Micro Devices,Semiconductors ,4.1,Hyderabad,337,3.1k,403
People Prime Worldwide,Recruitment ,2.6,Hyderabad,337,1.4k,--
Arzooo.com,Internet ,4.0,Bengaluru,327,1.2k,--
Zf Wind Power, ,3.9,Coimbatore,336,1.5k,--
Satin Finserv,NBFC ,3.2,Gurugram,336,671,4
Gufic Biosciences,Pharma ,2.9,Mumbai,337,1.4k,39
6D Technologies,Telecom ,3.4,Bengaluru,336,2.6k,2
Nutricia,Fitness & Wellness ,3.7,Mumbai,336,628,--
Festo,Industrial Automation ,3.3,Bengaluru,336,1.7k,10
VXI Global Solutions,BPO ,3.7,Hyderabad,336,908,4
Escon Elevators,Industrial Machinery ,3.8,Mumbai,336,929,8
Light Microfinance,NBFC ,4.1,Ahmedabad,336,895,4
CKA Birla Group,Building Material ,4.1,Hyderabad,338,1.3k,--
InfodriveIndia,Other ,3.6,New Delhi,336,518,5
Multiplier Brand Solutions,Marketing & Advertising ,4.2,New Delhi,344,901,2
Jtekt Sona Automotive India,Auto Components ,3.5,Gurugram,335,846,--
Intelizign Lifecycle Services,IT Services & Consulting ,4.0,Pune,335,2.4k,26
Essilor,Medical Equipment ,4.0,Bengaluru,335,1.4k,9
Kimberly-Clark,Beauty & Personal Care ,3.3,Bengaluru,335,1.6k,28
Zet Town,Electronics Manufacturing ,4.0,Noida,335,1k,--
SOPAN,Industrial Machinery ,3.5,Pune,335,1.1k,--
Rao IIT Academy,Education & Training ,4.1,Mumbai,334,516,--
Sub-K IMPACT Solutions,Financial Services ,4.1,Hyderabad,334,854,--
Taco Bell,Hospitality ,3.9,New Delhi,334,994,--
Silverlink Technologies,IT Services & Consulting ,3.6,Mumbai,334,382,1
Coding Ninjas,EdTech ,3.9,Gurugram,334,1.4k,4
"Ministry Of Health, New Delhi",Healthcare ,3.2,New Delhi,334,892,10
Kalyani Motors,Automobile ,3.1,Bengaluru,334,1.2k,6
Dentsu Aegis Network,Marketing & Advertising ,3.3,Bengaluru,334,3k,--
Bal Pharma,Pharma ,3.5,Bengaluru,334,1.2k,6
AVL,Automobile ,3.0,Gurugram,334,1.6k,--
UNext,EdTech ,3.8,Bengaluru,335,1.6k,37
Indchemie Health Specialities,Pharma ,3.2,Mumbai,334,922,--
Motherson Technology Services,IT Services & Consulting ,3.7,Noida,334,2k,1
Integrated Wireless Solutions,Telecom ,4.2,Bengaluru,333,1k,2
Aeronautical Development Agency,Defence & Aerospace ,3.6,Bengaluru,333,1.9k,--
Bluechip Corporate Investment Centre,Accounting & Auditing ,3.3,Mumbai,333,1k,9
Ven Consulting,Recruitment ,3.6,Bengaluru,335,844,--
Halliburton,Engineering & Construction ,3.5,Bengaluru,333,1.3k,38
BLS International Services,Travel & Tourism ,2.8,New Delhi,333,1.1k,42
Aloha Technology,IT Services & Consulting ,4.2,Pune,333,1.8k,5
Furukawa Minda Electric,Auto Components ,3.3,Bawal,333,953,--
VGM Consultants,BPO ,3.4,Kolkata,333,1.1k,--
Biz 2 Credit Info Services,Financial Services ,3.6,Noida,332,1.3k,15
Vem Technologies,Defence & Aerospace ,3.5,Hyderabad,332,1.3k,4
ESAF CO-OPERATIVE,Financial Services ,3.7,Thrissur,332,884,--
IndusInd Securities,Financial Services ,4.0,Mumbai,332,966,--
Labcorp,Clinical Research ,4.0,Bengaluru,332,2.2k,3
Agility,Logistics ,4.1,Chennai,332,1.2k,5
Minda Kosei Aluminum Wheel,Auto Components ,3.9,Ahmedabad,332,999,--
Ceat Specialty Tyres,Auto Components ,3.9,Mumbai,332,1.2k,--
MTR Foods,FMCG ,4.4,Bengaluru,332,1.1k,--
Motilal Oswal Asset Management Company,Financial Services ,3.0,Mumbai,332,455,--
Paperchase Accountancy,Accounting & Auditing ,4.1,Ahmedabad,332,1.6k,2
VIKRAN Engineering & Exim,Engineering & Construction ,3.5,Mumbai,332,1.1k,6
Kpmg Resource Centre,Accounting & Auditing ,3.7,Gurugram,331,2.1k,--
Polyhose,Industrial Machinery ,3.8,Chennai,331,1.8k,36
Unique Identification Authority of India,IT Services & Consulting ,3.8,New Delhi,331,1k,--
Signode,Industrial Machinery ,3.5,Hyderabad,331,1.4k,--
MJ Biopharm,Pharma ,4.1,Pune,331,1.4k,19
Wonderla Holidays,Media & Entertainment ,3.3,Bengaluru,331,1.1k,52
Hindustan Urvarak & Rasayan,Agro Chemicals ,4.0,Gorakhpur,331,1.5k,--
Walplast Products,Building Material ,3.9,Mumbai,331,1.2k,55
Pfizer Products India,Pharma ,3.8,Visakhapatnam,330,1.3k,--
Vasan Eye Care Hospitals,Healthcare ,2.8,Bengaluru,330,701,--
Park Plus,Internet ,3.3,Gurugram,338,1.8k,16
CityMall,Internet ,3.5,Gurugram,330,1.4k,3
Lloyd Insulations,Industrial Machinery ,4.2,New Delhi,330,1.3k,2
Pitaara,Food Processing ,3.4,Pune,337,443,--
Allegis Global Solutions,Recruitment ,3.2,Bengaluru,329,1.6k,--
Zopper,FinTech ,3.1,Noida,330,1.4k,9
Cox & Kings,Travel & Tourism ,4.4,Mumbai,330,1k,--
IIT Bombay,Education & Training ,4.1,Mumbai,331,1.7k,6
Maharashtra Hybrid Seed Company,Agriculture ,3.4,Chhatrapati Sambhajinagar,330,867,1
Path Infotech,IT Services & Consulting ,4.4,Noida,328,1.7k,3
Hyundai Construction Equipment,Industrial Machinery ,4.0,Pune,329,1.5k,3
L&T–MHI Power Boilers,Industrial Machinery ,3.7,Surat,329,1.5k,--
You Broadband,Telecom ,2.7,Pune,329,1k,--
Clarus Rcm Infotech,BPO ,3.0,Hyderabad,330,1.1k,4
ICRA Analytics,Analytics & KPO ,3.4,Kolkata,329,1.5k,2
Praxis Services,Management Consulting ,3.7,Gurugram,332,961,6
Global Aluminium,Metals & Mining ,4.0,Hyderabad,332,884,--
NIKE,Retail ,4.1,Bengaluru,329,2.3k,--
Ace Designers,Industrial Machinery ,3.9,Bengaluru,329,1.6k,--
Dinshaws,Food Processing ,4.0,Nagpur,329,1k,--
Pricol Precision Products,Auto Components ,4.0,Hosur,329,1.1k,--
Springer Nature in India,Analytics & KPO ,4.6,Pune,329,2.5k,11
NR Consulting,Recruitment ,3.9,Noida,329,293,50
Telstra,Telecom ,3.6,Bengaluru,329,2.8k,2
Machino Plastics,Auto Components ,3.5,Gurugram,330,1.4k,6
MUFG Bank,Banking ,2.9,Bengaluru,329,2.4k,39
Satguru Travels and Tour Services,Travel & Tourism ,4.0,Pune,328,1.3k,5
Lucas Indian Service,Auto Components ,3.7,Chennai,328,997,--
DSV - Global Transport and Logistics,Logistics ,3.2,Mumbai,328,1.5k,2
Entab Infotech,EdTech ,3.7,New Delhi,328,1.1k,3
Gi Group,Recruitment ,3.5,Mumbai,328,1.2k,1
Adani Electricity,Power ,4.0,Mumbai,353,1.6k,--
Telecom Network Solutions,Telecom ,3.8,Noida,327,1.1k,11
TestingXperts,IT Services & Consulting ,3.8,Chandigarh,328,2.2k,3
TestingXperts,IT Services & Consulting ,4.0,Chandigarh,328,2.2k,3
Telecom Network Solutions,Telecom ,3.3,Noida,327,1.1k,11
Adglobal360, ,3.6,Gurugram,327,2.1k,3
Selec Controls,Electronics Manufacturing ,4.0,Mumbai,327,2k,29
Plasser India,Industrial Machinery ,2.6,Vadodara,327,1.7k,--
AVASOFT,Software Product ,4.2,Chennai,327,1.5k,--
Kalkine Solutions,Financial Services ,3.3,Noida,327,881,2
Red Tape,Fashion & Textile ,3.6,New Delhi,328,1.1k,--
Rainbow Childrens Hospital,Healthcare ,3.5,Hyderabad,327,1k,11
Patil Group,Railways ,3.8,Hyderabad,325,1.4k,6
Polyplastics Industries (I),Auto Components ,4.1,Pune,326,1.3k,--
Rushil Decor,Building Material ,4.0,Ahmedabad,326,974,--
ESAB,Industrial Machinery ,4.0,Chennai,326,1.5k,6
Nitco,Building Material ,3.2,Mumbai,326,1.2k,122
KLJ GROUP,Petrochemicals ,4.3,Bharuch,327,1.4k,6
Kuwait National Petroleum Company,Oil & Gas ,4.0,Kuwait City,324,1k,--
SOTC Travel Limited,Travel & Tourism ,3.8,Mumbai,327,1.2k,12
Harsha Engineers,Auto Components ,3.4,Ahmedabad,326,1.6k,4
Banco Products,Auto Components ,3.7,Vadodara,327,1.7k,--
Hitech Digital Solutions,IT Services & Consulting ,3.7,Ahmedabad,326,1.6k,32
TIBCO Software,Software Product ,3.7,Pune,325,3.4k,32
Victora Tool Engineers,Auto Components ,3.8,Faridabad,325,1.2k,--
EqualizeRCM Services,Analytics & KPO ,4.0,Mysuru,325,1.1k,10
Aabasoft,IT Services & Consulting ,3.0,Kochi,326,798,36
CareEdge Ratings,Financial Services ,3.6,Mumbai,325,1.8k,1
Rio Tinto,Metals & Mining ,3.2,Gurugram,325,1.6k,--
Rajsriya Automotive Industries,Auto Components ,3.5,Hosur,325,1.2k,1
KJS Cement,Building Material ,4.2,Maihar,325,1.1k,5
Yubi,FinTech ,3.9,Chennai,325,1.9k,2
Siti Networks,Media & Entertainment ,3.9,Noida,325,990,--
Sundaram Motors,Automobile ,3.8,Chennai,325,1.1k,--
VKC Group,Fashion & Textile ,2.8,Kozhikode,324,1.2k,--
Decimal Point Analytics,Analytics & KPO ,3.9,Mumbai,324,2k,27
Balrampur Chini Mills Limited,Food Processing ,4.4,Lucknow,326,943,--
Louis Philippe,Fashion & Textile ,3.4,Bengaluru,324,735,--
Versuni India Home Solutions,Consumer Electronics & Appliances ,4.2,Chennai,324,1.2k,1
Veolia Water Technologies,Waste Management ,3.1,Bengaluru,324,1.3k,23
Aptean,Software Product ,4.1,Bengaluru,324,2.4k,53
Senvion,Power ,3.2,Bengaluru,325,1.4k,3
Sureti Insurance Marketing,Insurance ,3.2,Coimbatore,329,150,--
Sureti Insurance Marketing,Insurance ,2.6,Coimbatore,329,150,--
Han Digital,Recruitment ,3.8,Bengaluru,324,723,1.6k
Cadence Design Systems,Semiconductors ,3.6,Noida,324,2.9k,168
Himadri Speciality Chemical Limited,Chemicals ,2.8,Kolkata,323,1.6k,--
Can Fin Homes,NBFC ,3.5,Bengaluru,323,1.1k,3
Scaleneworks,Recruitment ,3.7,Bengaluru,323,1.3k,3
Mahindra Truck and Bus,Automobile ,3.4,Pune,324,1k,--
Robosoft Technologies,IT Services & Consulting ,3.5,Bengaluru,323,2.2k,41
Fluentgrid,IT Services & Consulting ,4.1,Visakhapatnam,322,1.7k,6
DCDC Kidney Care,Healthcare ,3.8,New Delhi,323,547,9
Coditas Technologies,IT Services & Consulting ,3.8,Pune,325,2.2k,5
Nava Limited,Metals & Mining ,3.6,Hyderabad,323,1.1k,5
Stellar Value Chain Solutions,Logistics ,3.6,Mumbai,322,1.4k,--
Peel-works,Software Product ,4.0,Bengaluru,322,652,--
Shree Renuka Sugars,Food Processing ,3.8,Belagavi,322,1.1k,2
Corizo,Education & Training ,3.9,Bengaluru,322,400,2
Peregrine Guarding,Law Enforcement & Security ,3.4,Gurugram,322,860,3
E-Solutions,Recruitment ,4.0,Noida,322,1.5k,--
Columbia Petro Chem,Oil & Gas ,3.7,Mumbai,322,542,1
MobileComm Technologies India,Telecom ,3.4,Gurugram,322,1k,--
ITM Group of Institutions,Education & Training ,3.8,Mumbai,322,1.2k,--
Greentech Industries,Industrial Machinery ,4.3,Nellore,322,1.1k,2
Kubota Agricultural Machinery India,Agriculture ,3.7,Chennai,321,1.3k,--
Universal Mep Projects & Engineering Services,Engineering & Construction ,3.9,Mumbai,322,839,--
Sarvagram Fincare,NBFC ,4.0,Pune,322,948,--
Techno Electric & Engineering Company,Engineering & Construction ,3.9,Kolkata,322,1.2k,2
BIC Cello,Other ,3.5,Mumbai,322,982,--
Mirza International,Fashion & Textile ,2.8,New Delhi,321,1.1k,8
Tudip Technologies,IT Services & Consulting ,3.6,Pune,321,1.5k,64
Compunnel,IT Services & Consulting ,3.7,Noida,322,1.9k,93
GITAM University,Education & Training ,3.5,Visakhapatnam,320,1.2k,3
Merit Data and Technology,Analytics & KPO ,3.5,Chennai,321,1.7k,8
IFFCO Kisan Sanchar,Agro Chemicals ,3.9,New Delhi,321,730,--
Gyproc, ,3.2,Mumbai,335,1k,--
Global Calcium,Pharma ,3.4,Hosur,321,1.7k,31
Luxor Writing Instruments,Other ,3.6,Noida,321,1.1k,--
Aujas Cybersecurity-NuSummit company,IT Services & Consulting ,3.9,Bengaluru,321,2.4k,28
Boehringer-Ingelheim,Pharma ,3.5,Mumbai,321,1.1k,7
convergys india services, ,3.6,Gurugram,320,1k,--
Toyota Financial Services,Financial Services ,3.9,Bengaluru,320,1.1k,--
Technosoft Engineering Projects Limited,Industrial Automation ,3.3,Mumbai,322,1.3k,30
MIOT INTERNATIONAL,Healthcare ,3.5,Chennai,320,1.2k,16
Accel IT Services,IT Services & Consulting ,3.9,Chennai,320,1.4k,21
Modern V.R. Security Force,Law Enforcement & Security ,3.8,Mumbai,320,734,--
Sheraton Hotels and Resorts,Hospitality ,4.1,Bengaluru,320,660,--
GE Aerospace,Defence & Aerospace ,3.8,Pune,358,1.6k,--
Lernx, ,4.0,Jaipur,319,68,--
Inventia Healthcare,Pharma ,4.1,Mumbai,319,1.8k,2
Novel Office,Real Estate ,3.9,Bengaluru,319,706,56
SAR Group,Consumer Electronics & Appliances ,4.0,Gurugram,319,1.4k,--
Savex Technologies,Other ,4.1,Mumbai,319,1.4k,--
Groz Engineering Tools,Industrial Machinery ,4.0,Gurugram,319,1.3k,18
Pps Motors,Automobile ,4.0,Hyderabad,320,1k,--
Jms Mining Services,Metals & Mining ,3.8,Kolkata,319,1k,--
Listenlights,Engineering & Construction ,3.3,Mumbai,319,1.3k,9
SNVA Group,IT Services & Consulting ,3.4,Noida,318,937,97
Lion Engineering Consultants,Engineering & Construction ,4.0,Bhopal,318,828,13
Highway Industries,Engineering & Construction ,4.3,Ludhiana,318,1.3k,--
Apisero,IT Services & Consulting ,3.8,Bengaluru,318,2.5k,--
Dvara KGFS,NBFC ,4.1,Chennai,318,975,2
Honda India Power Products,Industrial Machinery ,3.8,Greater Noida,318,1.1k,--
Holisol Logistics,Logistics ,3.8,New Delhi,319,1.1k,--
Dvara KGFS,NBFC ,4.1,Chennai,318,975,2
Kent plc,Oil & Gas ,3.6,Mumbai,318,695,29
Danske IT,IT Services & Consulting ,3.7,Bengaluru,317,1.7k,--
Omax Autos,Auto Components ,3.8,Gurugram,317,974,--
UCO Bank,Banking ,3.4,Kolkata,317,884,--
Lincoln Pharmaceuticals,Pharma ,3.7,Ahmedabad,317,1.3k,26
Vashi Integrated Solutions Limited,Industrial Machinery ,4.0,Mumbai,317,1.5k,108
InsanelyGood,Internet ,4.8,Bengaluru,317,1.4k,--
MDC Group of Companies,Pharma ,4.7,Mumbai,317,88,3
Pharmed,Pharma ,3.9,Bengaluru,317,397,--
Abbott Nutrition International,Pharma ,3.4,Mumbai,317,914,--
Cactus Communications,Software Product ,3.3,Mumbai,317,1.7k,2
ETA Engineering,Engineering & Construction ,3.8,New Delhi,317,824,--
Telesonic Networks,Telecom ,4.3,Chennai,316,798,--
Inventys Research,Chemicals ,4.1,Nagpur,316,792,3
"Nitor Infotech, an Ascendion company",Software Product ,3.2,Pune,316,2k,20
VSoft Technologies,FinTech ,3.5,Hyderabad,316,1.4k,--
IQ BackOffice,Financial Services ,3.5,Chennai,316,1.6k,3
IQ BackOffice,Financial Services ,4.0,Chennai,316,1.6k,3
doodleblue innovation,IT Services & Consulting ,3.8,Chennai,315,1.2k,7
Resurgent India,Investment Banking / Venture Capital / Private Equity ,3.3,Gurugram,315,552,15
Competent Software,IT Services & Consulting ,3.2,New Delhi,313,539,5
Fino Paytech,FinTech ,4.2,Mumbai,315,571,--
Irclass Systems And Solutions,Ports & Shipping ,3.4,Mumbai,313,953,7
VML,Marketing & Advertising ,3.9,Noida,315,2k,30
Jorie Healthcare,Healthcare ,4.5,Sahibzada Ajit Singh Nagar,315,440,8
Aksentt Tech Services,IT Services & Consulting ,3.5,Mumbai,315,390,2
CG Foods,Food Processing ,3.2,Guwahati,315,2.1k,5
Annexmed, ,4.0,Chennai,316,1.3k,29
Alkyl Amines,Chemicals ,3.2,Pune,315,1.3k,6
Hindustan Wellness,Healthcare ,3.4,Gurugram,315,865,10
Cohizon Life Sciences Limited,Chemicals ,4.1,Ankleshwar,315,1.6k,--
Iconic,Retail ,3.6,Gurugram,315,911,5
Aristocrat,Gaming ,3.4,Noida,314,2.5k,15
Western Digital,Consumer Electronics & Appliances ,4.5,Bengaluru,314,2.9k,7
Markelytics Solutions,Analytics & KPO ,3.7,Bengaluru,314,351,2
Ubisoft Entertainment,Gaming ,3.6,Pune,314,1.9k,--
Stellantis Avtec Powertrain, ,3.5,Hosur,314,1.4k,--
o9 Solutions,Software Product ,3.1,Bengaluru,314,3.3k,16
Adani Gas,Oil & Gas ,4.0,Ahmedabad,314,1.4k,--
Tata Play Fiber,Telecom ,3.4,Mumbai,315,1.2k,2
Radiant Cash Management Services,Financial Services ,3.6,Chennai,314,975,--
Tenon Facility Management,Facility Management Services ,3.8,Gurugram,314,1.1k,--
ClaySys,IT Services & Consulting ,4.2,Kochi,313,930,10
Zydus Hospital,Healthcare ,3.9,Ahmedabad,313,1k,1
Karvy Financial Services,Financial Services ,3.7,Hyderabad,313,1.3k,--
ProConnect Integrated Logistics,Logistics ,4.0,Chennai,314,1.4k,--
Kusum Healthcare,Pharma ,4.4,Bhiwadi,313,1.3k,5
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),Pharma ,3.6,New Delhi,313,433,--
ABI Showatech,Auto Components ,4.0,Chennai,311,1k,--
SPML Infra,Engineering & Construction ,3.9,Kolkata,313,827,--
Mit World Peace University,Education & Training ,3.3,Pune,313,1k,9
Olectra Greentech,Automobile ,3.9,Hyderabad,313,1.3k,20
Frigorifico Allana,Food Processing ,3.5,Chhatrapati Sambhajinagar,313,1.1k,--
EXO Edge,BPO ,3.6,Sahibzada Ajit Singh Nagar,313,1.1k,7
Genisys Group,IT Services & Consulting ,4.1,Bengaluru,313,1.3k,20
Moody's Analytics,Analytics & KPO ,3.8,Gurugram,313,2.3k,11
MSM Unify,EdTech ,4.1,Ahmedabad,313,466,--
Airtel DTH Services,Telecom ,3.2,Gurugram,312,870,--
Paragon Digital Services,Marketing & Advertising ,4.0,Chennai,312,2k,--
Laxmi Civil Engineering Services,Engineering & Construction ,4.2,Kolhapur,312,886,--
Renom Energy Services,Engineering & Construction ,3.1,Pune,311,997,--
Indo Farm Equipment,Industrial Machinery ,3.1,Baddi,312,929,--
GIVA Jewellery,Jewellery ,3.4,Bengaluru,313,997,21
Sphinx Worldbiz,Engineering & Construction ,4.0,Pune,312,1.4k,--
NACL Industries,Agro Chemicals ,4.2,Hyderabad,312,1.1k,4
Ratnamani Metals and Tubes,Iron & Steel ,4.0,Ahmedabad,312,1.2k,6
Gammon Engineers And Contractors,Engineering & Construction ,3.9,Mumbai,312,1.1k,--
Walsons Facility Solutions,Recruitment ,3.7,Gurugram,311,1.2k,1
Darwinbox,Software Product ,3.7,Hyderabad,311,2.3k,3
DEC Infra,Real Estate ,3.2,Hyderabad,311,1.3k,--
Zeta,Emerging Technologies ,3.7,Bengaluru,312,3k,46
ZF India Technology Center,Auto Components ,3.0,Hyderabad,311,2.1k,40
BOLD Technology Systems,Software Product ,3.3,Noida,312,1.7k,17
